17.133893725607926	-9.279795857099971	0	0	0	0
17.194536175322725	-9.278595016511558	0	0	0	0
17.25457820474332	-9.297208045631942	0	0	0	0
17.314620234163915	-9.315821074752327	0	0	0	0
17.37466226358451	-9.334434103872711	0	0	0	0
17.434704293005105	-9.353047132993096	0	0	0	0
17.5250675472831	-9.371059741819273	0	0	0	0
17.585409786850796	-9.37976583608526	0	0	0	0
17.615430801561093	-9.389072350645453	0	0	0	0
17.676073251275895	-9.38787151005704	0	0	0	0
17.766736715700993	-9.39597718402882	0	0	0	0
17.826778745121587	-9.414590213149205	0	0	0	0
18.00690483338337	-9.470429300510357	0	0	0	0
18.187030921645153	-9.52626838787151	0	0	0	0
